"DateTime";"Middeltemperatur";"Maksimumtemperatur";"Minimumtemperatur"
"2021-02-10 22:00:00";-6.4;-6;-6.8
"2021-02-10 23:00:00";-7;-6.6;-7.2
"2021-02-11 00:00:00";-7.4;-7.1;-7.6
"2021-02-11 01:00:00";-7.2;-6.9;-7.6
"2021-02-11 02:00:00";-7;-6.8;-7.1
"2021-02-11 03:00:00";-7.4;-7;-7.7
"2021-02-11 04:00:00";-7.4;-7.2;-7.6
"2021-02-11 05:00:00";-7.2;-7;-7.3
"2021-02-11 06:00:00";-7.3;-7.1;-7.5
"2021-02-11 07:00:00";-7.5;-7.4;-7.7
"2021-02-11 08:00:00";-7.4;-7;-7.7
"2021-02-11 09:00:00";-6.7;-6.3;-7.1
"2021-02-11 10:00:00";-5.8;-5.4;-6.3
"2021-02-11 11:00:00";-5;-4.2;-5.4
"2021-02-11 12:00:00";-4;-3.4;-4.4
"2021-02-11 13:00:00";-3.6;-3.2;-4
"2021-02-11 14:00:00";-3.7;-3.5;-3.9
"2021-02-11 15:00:00";-3.9;-3.5;-4.2
"2021-02-11 16:00:00";-4.7;-4.1;-5.5
"2021-02-11 17:00:00";-6.1;-5.5;-6.7
"2021-02-11 18:00:00";-6.9;-6.6;-7.2
"2021-02-11 19:00:00";-7.2;-7;-7.3
"2021-02-11 20:00:00";-7.1;-6.8;-7.5
"2021-02-11 21:00:00";-7.5;-7.3;-7.7
"2021-02-11 22:00:00";-7.8;-7.5;-8.2
"2021-02-11 23:00:00";-8.5;-8;-8.9
"2021-02-12 00:00:00";-9;-8.7;-9.4
"2021-02-12 01:00:00";-9.5;-9.3;-9.8
"2021-02-12 02:00:00";-9.8;-9.5;-10.2
"2021-02-12 03:00:00";-10;-9.8;-10.2
"2021-02-12 04:00:00";-10.1;-9.7;-10.4
"2021-02-12 05:00:00";-10.4;-9.7;-11
"2021-02-12 06:00:00";-10.7;-10.3;-11
"2021-02-12 07:00:00";-10.6;-10.3;-11
"2021-02-12 08:00:00";-9.1;-8;-10.4
"2021-02-12 09:00:00";-7;-6;-8.1
"2021-02-12 10:00:00";-5.1;-4.1;-6
"2021-02-12 11:00:00";-3.7;-3.2;-4.4
"2021-02-12 12:00:00";-2.9;-2.3;-3.3
"2021-02-12 13:00:00";-2.3;-1.7;-2.6
"2021-02-12 14:00:00";-2.2;-1.9;-2.4
"2021-02-12 15:00:00";-2.3;-2;-2.6
"2021-02-12 16:00:00";-2.5;-2.1;-2.7
"2021-02-12 17:00:00";-3;-2.6;-3.5
"2021-02-12 18:00:00";-3.7;-3.3;-4.1
"2021-02-12 19:00:00";-4.1;-3.9;-4.3
"2021-02-12 20:00:00";-4.3;-4.2;-4.6
"2021-02-12 21:00:00";-6.3;-4.3;-8.1
"2021-02-12 22:00:00";-8.3;-7.8;-8.7
"2021-02-12 23:00:00";-7.7;-6.4;-9
"2021-02-13 00:00:00";-7.2;-6.1;-8.9
"2021-02-13 01:00:00";-8.3;-7.5;-9.4
"2021-02-13 02:00:00";-9.8;-8.8;-10.8
"2021-02-13 03:00:00";-10.4;-9.9;-10.8
"2021-02-13 04:00:00";-11;-10.5;-11.4
"2021-02-13 05:00:00";-10.9;-10.5;-11.4
"2021-02-13 06:00:00";-11.1;-10.7;-11.4
"2021-02-13 07:00:00";-11;-10.8;-11.3
"2021-02-13 08:00:00";-9.8;-8.2;-11
"2021-02-13 09:00:00";-4.2;-2.1;-8.2
"2021-02-13 10:00:00";-1.3;-0.4;-2.1
"2021-02-13 11:00:00";0.1;0.9;-0.6
"2021-02-13 12:00:00";1.1;1.4;0.7
"2021-02-13 13:00:00";1.4;1.9;1
"2021-02-13 14:00:00";1.4;1.7;1
"2021-02-13 15:00:00";0.9;1.5;0.4
"2021-02-13 16:00:00";-0.3;0.4;-1.1
"2021-02-13 17:00:00";-1.9;-1.1;-2.4
"2021-02-13 18:00:00";-2.8;-2.3;-3.5
"2021-02-13 19:00:00";-3.9;-3.3;-4.8
"2021-02-13 20:00:00";-5.4;-4.8;-6.1
"2021-02-13 21:00:00";-6.3;-5.7;-7.3
"2021-02-13 22:00:00";-7.1;-6.5;-7.7
"2021-02-13 23:00:00";-7.6;-7.1;-8.6
"2021-02-14 00:00:00";-8.3;-7.6;-9.3
"2021-02-14 01:00:00";-7.8;-6.8;-9
"2021-02-14 02:00:00";-7.8;-6.8;-9.3
"2021-02-14 03:00:00";-7.8;-7.2;-9.3
"2021-02-14 04:00:00";-7.3;-5.7;-8.6
"2021-02-14 05:00:00";-5.3;-4.8;-7.3
"2021-02-14 06:00:00";-7.8;-7.3;-8.5
"2021-02-14 07:00:00";-7.9;-7.4;-8.4
"2021-02-14 08:00:00";-6.8;-5.6;-7.4
"2021-02-14 09:00:00";-3.9;-2.7;-5.6
"2021-02-14 10:00:00";-2.1;-1.5;-2.7
"2021-02-14 11:00:00";-0.8;-0.4;-1.5
"2021-02-14 12:00:00";-0.1;0.5;-0.6
"2021-02-14 13:00:00";0.9;1.5;0.4
"2021-02-14 14:00:00";1.1;1.3;0.9
"2021-02-14 15:00:00";1.1;1.4;0.6
"2021-02-14 16:00:00";0.2;0.9;-1
"2021-02-14 17:00:00";-2.2;-1;-3.5
"2021-02-14 18:00:00";-4.2;-3.3;-5.4
"2021-02-14 19:00:00";-4.6;-3.7;-5.4
